,name,address,phone,sido,gungu
536,강원관광대학교점,강원도 태백시 대학길 97 강원관광대학,033-552-7077,강원도,태백시
537,강원대기숙사점,"강원도 춘천시 강원대학길 1, (효자동)",033-251-0440,강원도,춘천시
538,강원대도계학생회관점,"강원도 삼척시 중앙로 346, 강원대학교  (교동)",033-540-3298,강원도,삼척시
539,강원대삼척캠퍼스1호,"강원도 삼척시 중앙로 346, (교동)",033-570-6760,강원도,삼척시
540,강원대삼척캠퍼스2호,"강원도 삼척시 중앙로 346, (교동)",033-570-6758,강원도,삼척시
541,강원대점,"강원도 춘천시 강원대학길 1, (효자동)",033-252-0603,강원도,춘천시
542,강원대해솔관점,"강원도 삼척시 중앙로 346, (교동) 1층",033-570-6742,강원도,삼척시
543,강일5단지점,"서울특별시 강동구 아리수로97길 20, (강일동, 강일리버파크5단지아파트)",02-428-1186,서울특별시,강동구
544,강일재화점,"
","
",,
545,강일풍성점,"서울특별시 강동구 아리수로98길 25, (강일동, 강일리버파크7단지아파트) 104호",02-481-6688,서울특별시,강동구
546,강정마을점, ,064-739-2490,,
547,강진로또점,전라남도 강진군 강진읍 보은로 115,010-6790-3278,전라남도,강진군
548,강진마량점,"전라남도 강진군 마량면 미항로 135-1, (마량리)",061-432-2108,전라남도,강진군
549,강진우량점,"전라남도 강진군 강진읍 동성로 28, (동성리)",061-433-5906,전라남도,강진군
550,강진이안점,"전라남도 강진군 강진읍 고성길 14, (서성리, 이안가) 101동 101호",061-432-2597,전라남도,강진군
551,강진중앙점,"전라남도 강진군 강진읍 보은로1길 25, (남성리)",061-434-7472,전라남도,강진군
552,강진터미널점,"전라남도 강진군 강진읍 중앙로 92,  (평동리) 1층",061-434-0203,전라남도,강진군
553,강촌방곡점,"강원도 춘천시 남산면 강촌로 184, (방곡리)",033-261-6402,강원도,춘천시
554,강촌중앙점,"강원도 춘천시 남산면 강촌로 87, (강촌리)",033-261-1172,강원도,춘천시
555,강풀만화거리점,서울특별시 강동구 천호대로168가길 57,02-478-4282,서울특별시,강동구
556,강화교동도점,"인천광역시 강화군 교동면 교동남로 17, (대룡리)",032-933-9250,인천광역시,강화군
557,강화길상점,"인천광역시 강화군 길상면 강화동로 39-1, (온수리) 국일관",032-937-9930,인천광역시,강화군
558,강화동검도점,"인천광역시 강화군 길상면 해안남로 344, (장흥리)",032-937-7051,인천광역시,강화군
559,강화동막점,"인천광역시 강화군 화도면 해안남로 1504,  (동막리) 1층",032-937-1326,인천광역시,강화군
560,강화병원점,"인천광역시 강화군 강화읍 강화대로 310, (갑곳리)",032-934-6042,인천광역시,강화군
561,강화서문점,"인천광역시 강화군 강화읍 고비고개로 12-1, (국화리)",032-932-9793,인천광역시,강화군
562,강화선두리점,"인천광역시 강화군 길상면 보리고개로 101, (선두리)",032-937-7052,인천광역시,강화군
563,강화신문점, ,032-932-6252,,
564,강화온수점,"인천광역시 강화군 길상면 온수길 23, (온수리)",032-937-0588,인천광역시,강화군
565,강화외포리점,"인천광역시 강화군 내가면 중앙로 1303, (외포리)",032-934-5673,인천광역시,강화군
566,강화중앙점,"인천광역시 강화군 강화읍 강화대로 395, (신문리)",032-934-7707,인천광역시,강화군
567,강화진고개점,"인천광역시 강화군 강화읍 강화대로 571, (국화리)",032-932-6862,인천광역시,강화군
568,강화터미널점,인천광역시 강화군 강화읍 중앙로 27 성용프라자,032-932-1729,인천광역시,강화군
569,강화해안로점,"인천광역시 강화군 화도면 해안남로 2394, (장화리)",032-937-4705,인천광역시,강화군
570,강화후포항점,"인천광역시 강화군 화도면 해안남로 2850, (내리)",032-937-5733,인천광역시,강화군
571,개금금강원룸점,"
","
",,
572,개금대로점,"부산광역시 부산진구 가야대로443번길 11, (개금동)",051-893-7750,부산광역시,부산진구
573,개금동서점,부산광역시 부산진구 백양대로 254,051-898-0729,부산광역시,부산진구
574,개금블루스카이점,"부산광역시 부산진구 개금온정로 6, (개금동)",051-897-5744,부산광역시,부산진구
575,개금스마트점, ,051-892-1117,,
576,개금역점,"부산광역시 부산진구 가야대로 451, 개금동 (개금동) 511동 1호",010-5699-9905,부산광역시,부산진구
577,개금원룸점,"부산광역시 부산진구 복지로21번길 52, (개금동, 대양에이스)",051-897-4933,부산광역시,부산진구
578,개금중앙점,부산광역시 부산진구 냉정로 185,051-892-2537,부산광역시,부산진구
579,개금진양점,"부산광역시 부산진구 냉정로 161, (개금동)",051-898-0935,부산광역시,부산진구
580,개봉그린점,"
","
",,
581,개봉남부역점,서울특별시 구로구 남부순환로97길 20-10,02-2060-5845,서울특별시,구로구
582,개봉목감천점,서울특별시 구로구 개봉로2길 69,02-2687-2037,서울특별시,구로구
583,개봉삼환점,"서울특별시 구로구 남부순환로95길 54, (개봉동, 삼환아파트)",02-2689-0277,서울특별시,구로구
584,개봉역점,"서울특별시 구로구 경인로 350,  (개봉동, 금석연립) B동",02-2615-9450,서울특별시,구로구
585,개봉영웅점,서울특별시 구로구 경서로1나길 1,02-2689-6679,서울특별시,구로구
586,개봉푸르뫼점,서울특별시 구로구 고척로21가길 60,02-2682-1284,서울특별시,구로구
587,개봉현대점,"서울특별시 구로구 개봉로20길 158, 동 개봉동 현대홈타운(개봉동, 현대홈타운) 101호",02-2682-0000,서울특별시,구로구
588,개성공단2호점, ,001-8585-2298,,
589,개성공단점, ,001-8585-2299,,
590,개성공단종합지원센터, ,001-8585-3412,,
591,개포대성점,서울특별시 강남구 논현로16길 25,02-575-9284,서울특별시,강남구
592,개포사랑점,"서울특별시 강남구 선릉로10길 4, (개포동)",02-573-1039,서울특별시,강남구
593,개포현대점,"서울특별시 강남구 개포로17길 13, (개포동)",02-572-6337,서울특별시,강남구
594,개화산역점,"서울특별시 강서구 양천로 19, (방화동) 1층 1동 107호",02-2663-7643,서울특별시,강서구
595,개화점,"
","
",,
596,거가대교가덕휴게소점,"부산광역시 강서구 거가대로 2571, (천성동)",070-4050-6917,부산광역시,강서구
597,거가대교거제휴게소,"경상남도 거제시 장목면 거가대로 1068, (율천리)",055-736-2200,경상남도,거제시
598,거두점,"강원도 춘천시 동내면 거두택지길 20, (거두리)",033-261-2270,강원도,춘천시
599,거여거원점,"서울특별시 송파구 양산로2길 38, (거여동, 거여6단지)",02-2043-8576,서울특별시,송파구
600,거여공원점,서울특별시 송파구 거마로3길 21,02-402-2292,서울특별시,송파구
601,거여중앙점,"서울특별시 송파구 거마로2길 3, (거여동)",02-422-8485,서울특별시,송파구
602,거여청솔점,"서울특별시 송파구 오금로 544, (거여동)",02-408-0181,서울특별시,송파구
603,거여현대점,서울특별시 송파구 거마로9길 18 (거여동),02-407-0698,서울특별시,송파구
604,거제가조도점,"경상남도 거제시 사등면 가조로4길 6, (창호리) 304호",055-635-8177,경상남도,거제시
605,거제경남아너스빌점,"
","
",,
606,거제계룡점,"경상남도 거제시 거제중앙로 1771, (상동동)",055-638-2380,경상남도,거제시
607,거제고려아파트점,"경상남도 거제시 중곡로2길 27, 상가동(고현동, 고려5단지아파트)",055-634-0118,경상남도,거제시
608,거제고현가온점,"경상남도 거제시 거제중앙로5길 20, (고현동)",070-8875-1485,경상남도,거제시
609,거제고현신유점,"경상남도 거제시 고현천로 110,  (고현동) 1층",070-8875-1485,경상남도,거제시
610,거제고현화인점,"경상남도 거제시 서문로3길 11, (고현동, 화인아트빌라)",055-636-7245,경상남도,거제시
611,거제교육청점,"경상남도 거제시 거제중앙로 1820, (고현동)",055-634-0636,경상남도,거제시
612,거제내담점,"경상남도 거제시 수양로 503,  (양정동) 1층",055-638-5359,경상남도,거제시
613,거제뉴마전점,"경상남도 거제시 장승로 55, (장승포동)",055-681-4501,경상남도,거제시
614,거제뉴장승포점,경상남도 거제시 옥수로1길 3 문화상가빌라,055-681-7677,경상남도,거제시
615,거제능포미소점,"경상남도 거제시 능포로4길 16-1,  (능포동, 화찬빌라) 1동",055-682-2086,경상남도,거제시
616,거제능포해안점,"경상남도 거제시 능포로 227, (능포동)",055-682-2804,경상남도,거제시
617,거제대계마을점,"경상남도 거제시 장목면 옥포대첩로 776-5, (외포리) 1층",055-636-6820,경상남도,거제시
618,거제대교점,"경상남도 거제시 사등면 거제남서로 5334, (덕호리)",055-638-2517,경상남도,거제시
619,거제대우점,"경상남도 거제시 두모길 17, (두모동)",055-681-5475,경상남도,거제시
620,거제대학교점,"경상남도 거제시 마전1길 91, 학생회관  (장승포동)",055-682-2267,경상남도,거제시
621,거제더샵블루시티점, ,010-4876-3036,,
622,거제덕산점,"경상남도 거제시 중곡로 40, (고현동, 거제덕산베스트타운1차아파트)",055-638-4067,경상남도,거제시
623,거제동부산양점,"경상남도 거제시 동부면 거제남서로 3056, (산양리)",055-637-7122,경상남도,거제시
624,거제둔덕점,"경상남도 거제시 둔덕면 거제남서로 4602, (하둔리)",070,경상남도,거제시
625,거제맑은샘병원점,"경상남도 거제시 연초면 거제대로 4477, 맑은샘병원 건물지(연사리) 1층 하호",055-731-1261,경상남도,거제시
626,거제면동상점,"경상남도 거제시 거제면 읍내로2길 35-1, (동상리)",055-633-6577,경상남도,거제시
627,거제문동점,"경상남도 거제시 거제중앙로 1509-13, (문동동, 삼오르네상스) 1층 108동 101호",055-636-3566,경상남도,거제시
628,거제미라주점,"부산광역시 연제구 거제대로114번길 43, 거제일동미라주아파트 상가(거제동) 102호",051-866-2386,부산광역시,연제구
629,거제미진오션점,경상남도 거제시 옥포대첩로2길 66,055-687-8886,경상남도,거제시
630,거제바다그리고점,경상남도 거제시 일운면 거제대로 1488,055-297-1294,경상남도,거제시
631,거제바람의언덕점,"경상남도 거제시 남부면 도장포1길 2, (갈곶리)",055-633-6075,경상남도,거제시
632,거제벽산솔렌스힐점,"경상남도 거제시 상동5길 75-40, (상동동, 벽산이솔렌스힐1차)",055-632-4403,경상남도,거제시
633,거제사등대로점,"경상남도 거제시 사등면 거제대로 5499, (사등리)",055-632-1413,경상남도,거제시
634,거제사등덕진점,"경상남도 거제시 사등면 지석2길 47, (지석리, 덕진봄아파트)",055-633-4973,경상남도,거제시
635,거제사랑점,"경상남도 거제시 거제중앙로31길 17, (고현동)",010-98816-5650,경상남도,거제시
636,거제삼성휴게소점,"경상남도 거제시 사등면 거제대로 5731, (성포리)",055-636-1529,경상남도,거제시
637,거제상동덕산점,"경상남도 거제시 상동1길 15-11, (상동동, 덕산3차베스트타운)",055-638-0338,경상남도,거제시
638,거제상문점,"경상남도 거제시 수양로 40, (문동동)",055-637-6681,경상남도,거제시
639,거제성내공단점,"경상남도 거제시 사등면 언양로 570, (사등리)",055-635-9102,경상남도,거제시
640,거제성포점,"경상남도 거제시 사등면 성포로 127, (성포리)",055-637-7278,경상남도,거제시
641,거제센텀점,"
","
",,
642,거제센트럴푸르지오점,"
","
",,
643,거제수양센텀점,경상남도 거제시 제산윗길 2,055-297-1296,경상남도,거제시
644,거제수양점,"경상남도 거제시 수양로 465, (수월동)",055-638-4068,경상남도,거제시
645,거제수월더블점,"경상남도 거제시 수양로 440-1, (수월동)",055-635-7267,경상남도,거제시
646,거제수월자이2호점,경상남도 거제시 해명로 57,055-637-5379,경상남도,거제시
647,거제수월자이점,"경상남도 거제시 해명로 22, (수월동)",055-681-7991,경상남도,거제시
648,거제수월점,"경상남도 거제시 수양로 435, (수월동, 거제신현두산위브)",055-637-4512,경상남도,거제시
649,거제시티점,"경상남도 거제시 거제중앙로23길 16, (고현동)",055-637-5510,경상남도,거제시
650,거제신우점,"경상남도 거제시 상동1길 31, (상동동, 신우스위트빌1차아파트)",055-635-2711,경상남도,거제시
651,거제신정점,"경상남도 거제시 장평로4길 18, (장평동)",055-637-4067,경상남도,거제시
652,거제신현점,"경상남도 거제시 거제중앙로26길 5, (고현동)",055-638-2645,경상남도,거제시
653,거제아주반딧불점, ,055-682-4445,,
654,거제아주신도시점,"경상남도 거제시 아주로 73-17, (아주동)",055-682-2091,경상남도,거제시
655,거제아주원룸점,"경상남도 거제시 용소7길 15, (아주동) 101호",055-682-4732,경상남도,거제시
656,거제아주이지비아점,"경상남도 거제시 아주로 63, (아주동, 미진이지비아)",055-681-4535,경상남도,거제시
657,거제아주잘생긴점, ,055-682-4489,,
658,거제아주조은점, ,055-682-2212,,
659,거제아주행복한점,"경상남도 거제시 아주1길 22, (아주동)",055-681-7284,경상남도,거제시
660,거제아주행운점,"경상남도 거제시 아주1로 48, (아주동)",010-3568-4489,경상남도,거제시
661,거제연초강변점,"경상남도 거제시 연초면 연하해안로 194, (오비리)",055-633-4972,경상남도,거제시
662,거제오비산단점,"경상남도 거제시 연초면 연하해안로 427,  (오비리) 1층",055-638-1258,경상남도,거제시
663,거제오션호텔점,"경상남도 거제시 옥포로2길 13, (옥포동)",055-687-7727,경상남도,거제시
664,거제옥포금산점,"경상남도 거제시 옥포로 194,  (옥포동)",055-688-6052,경상남도,거제시
665,거제옥포성은점,"경상남도 거제시 옥포로 315-2, (옥포동, 성은)",055-688-6620,경상남도,거제시
666,거제옥포아름점,"경상남도 거제시 성산로4길 15,  상가동(옥포동, 협동아름아파트) 1층 104동",055-687-4855,경상남도,거제시
667,거제옥포원룸점,"경상남도 거제시 국산6길 20,  (옥포동)",055-688-2112,경상남도,거제시
668,거제옥포이편한점, ,055-687-7900,,
669,거제옥포점,"경상남도 거제시 옥포로 182, (옥포동)",055-688-4774,경상남도,거제시
670,거제옥포조은점,"경상남도 거제시 옥포로 227, (옥포동)",055-687-1059,경상남도,거제시
671,거제옥포한신점,경상남도 거제시 옥포로 259,055-688-9625,경상남도,거제시
672,거제유림노르웨이점, ,055-635-2107,,
673,거제유림아시아드점,부산광역시 연제구 해맞이로 23 거제유림아시아드,051-506-4142,부산광역시,연제구
674,거제일등점,"경상남도 거제시 계룡로 126, (고현동)",055-637-1797,경상남도,거제시
675,거제장승포해안점,"경상남도 거제시 장승포로 61-1, (장승포동)",055-681-8880,경상남도,거제시
676,거제장평대로점,"경상남도 거제시 장평3로 28, (장평동)",055-632-8307,경상남도,거제시
677,거제장평도서관점,"경상남도 거제시 장평3로2길 7, (장평동)",055-635-2208,경상남도,거제시
678,거제장평스타점,"경상남도 거제시 장평1로16길 35, (장평동)",055-638-5011,경상남도,거제시
679,거제장평아네점,"경상남도 거제시 장평3로4길 40-1, (장평동)",055-633-0803,경상남도,거제시
680,거제장평점,"경상남도 거제시 장평3로 46, (장평동)",055-637-5242,경상남도,거제시
681,거제장평조은점,"경상남도 거제시 장평1로 132, (장평동)",055-633-7804,경상남도,거제시
682,거제중곡원룸점,"경상남도 거제시 중곡1로2길 14,  (고현동) 1층",055-633-7540,경상남도,거제시
683,거제중앙로점,"경상남도 거제시 거제중앙로 1719, (상동동)",055-637-9558,경상남도,거제시
684,거제지세포라티움점,경상남도 거제시 일운면 지세포해안로 100,055-681-5369,경상남도,거제시
685,거제지세포점,"경상남도 거제시 일운면 거제대로 2480, (지세포리)",055-681-8330,경상남도,거제시
686,거제학동몽돌점,"경상남도 거제시 동부면 거제대로 965, (학동리)",070-7761-5860,경상남도,거제시
687,거제학동바다점,"경상남도 거제시 동부면 학동4길 2, (학동리)",070-4412-3909,경상남도,거제시
688,거제한내공단점,"경상남도 거제시 연초면 연하해안로 842, (한내리)",055-634-2870,경상남도,거제시
689,거제해금강점,"경상남도 거제시 중곡로 15, (고현동)",055-637-8220,경상남도,거제시
690,거제현대점,"부산광역시 연제구 아시아드대로 46, (거제동)",051-501-1707,부산광역시,연제구
691,거제홈타운점,"부산광역시 연제구 법원북로 45, (거제동)",051-505-4586,부산광역시,연제구
692,거제힐스테이트점,"
","
",,
693,거진항점,"강원도 고성군 거진읍 거탄진로 191-1, (거진리)",033-682-1138,강원도,고성군
694,거창가조점,"경상남도 거창군 가조면 마상4길 91-2, (마상리)",055-943-9517,경상남도,거창군
695,거창강남로점,"경상남도 거창군 거창읍 강남로 256, (대평리) 코아루에듀시티모델하우스",055-945-0100,경상남도,거창군
696,거창궁전점,"경상남도 거창군 거창읍 거열로4길 82, (중앙리, 궁전) 1호",055-944-0994,경상남도,거창군
697,거창대동점,"경상남도 거창군 거창읍 거창대로 93, (대동리)",055-942-5589,경상남도,거창군
698,거창대로점,"경상남도 거창군 거창읍 상동2길 74, (상림리)",055-944-8544,경상남도,거창군
699,거창드림점,"경상남도 거창군 거창읍 중앙로 98-1, (상림리)",055-943-7036,경상남도,거창군
700,거창마리점,"경상남도 거창군 마리면 거안로 838, (말흘리)",055-942-4387,경상남도,거창군
701,거창상림점,"경상남도 거창군 거창읍 상동길 50, (상림리)",055-945-1559,경상남도,거창군
702,거창소만점, ,070-8770-3713,,
703,거창송정점,경상남도 거창군 거창읍 강남로 78 부농원 (송정리) 부농원,055-942-5512,경상남도,거창군
704,거창아림점,"경상남도 거창군 거창읍 거열로7길 43, 동 (상림리, 상동주공아파트) 1층 102호",055-943-8945,경상남도,거창군
705,거창창남점,"경상남도 거창군 거창읍 수남로 2270-7, (김천리)",055-944-2445,경상남도,거창군
706,건건E편한세상점,경기도 안산시 상록구 건건8길 10 건건E-편한세상아파트,031-437-2942,경기도,안산시
707,건국로드점,"
","
",,
708,건대대로점,서울특별시 광진구 아차산로 238,02-462-4836,서울특별시,광진구
709,건대로데오점,"서울특별시 광진구 동일로20길 44,  (자양동) 1층",02-463-1134,서울특별시,광진구
710,건대영존점,"서울특별시 광진구 능동로 110,  하(화양동) 1층",02-447-3033,서울특별시,광진구
711,건대원룸촌점,"서울특별시 광진구 아차산로41길 22,  (자양동) 1층",02-3437-3354,서울특별시,광진구
712,건대으뜸점,"충청북도 충주시 충열4길 6, (단월동)",043-845-0076,충청북도,충주시
713,건대정문점,"서울특별시 광진구 아차산로39길 28, (자양동)",02-458-0678,서울특별시,광진구
714,건대한림타워점,"서울특별시 광진구 아차산로 229, 한림타워  제(화양동)",02-2115-6500,서울특별시,광진구
715,건대화양점,"서울특별시 광진구 아차산로 241, (화양동)",02-461-4440,서울특별시,광진구
716,건대후문점,"서울특별시 광진구 광나루로24길 31-17, (화양동)",02-444-5060,서울특별시,광진구
717,건대힐스점,서울특별시 광진구 광나루로20길 13-10,02-453-0305,서울특별시,광진구
718,건양대경상학관점,"충청남도 논산시 대학로 121, (내동)",041-730-5290,충청남도,논산시
719,건양대대전점,"충청남도 논산시 대학로 121, (내동)",042-600-8884,충청남도,논산시
720,건양대명곡정보관점,"충청남도 논산시 대학로 121, (내동)",041-733-7570,충청남도,논산시
721,건양대생활관점,"충청남도 논산시 대학로 121, (내동)",041-730-5687,충청남도,논산시
722,건양대서천수련원점,"충청남도 논산시 대학로 121, (내동)",041-733-7570,충청남도,논산시
723,건양대의학공학관점,"충청남도 논산시 대학로 121, (내동)",041-730-5290,충청남도,논산시
724,건양대인문학관점,"충청남도 논산시 대학로 121, (내동)",041-730-5290,충청남도,논산시
725,건양병원점,"대전광역시 서구 관저동로 158, (관저동)",042-543-6301,대전광역시,서구
726,건천점,"경상북도 경주시 건천읍 단석로 2022, CU건천점  (건천리)",054-751-8446,경상북도,경주시
727,검단SK점,"인천광역시 서구 독정로 17 1층 상가동 101,102호",070-7760-0179,인천광역시,서구
728,검단노른자점,"인천광역시 서구 완정로 198, (마전동)",032-568-9979,인천광역시,서구
729,검단대림점,"인천광역시 서구 완정로165번안길 1, (왕길동)",032-567-7289,인천광역시,서구
730,검단더블유점,"인천광역시 서구 검단로 500, (마전동)",032,인천광역시,서구
731,검단동아점,"인천광역시 서구 완정로64번길 64, (마전동)",032-562-3423,인천광역시,서구
732,검단명인점,"인천광역시 서구 봉수대로 1542, (금곡동)",032-564-0224,인천광역시,서구
733,검단블루텍점,"인천광역시 서구 보듬로 158, 공장동 (오류동, 블루텍) 1층 142호",032-222-5142,인천광역시,서구
734,검단산업단지1호점,"인천광역시 서구 원당대로 91, (오류동)",032-563-7348,인천광역시,서구
735,검단산업제일점,"인천광역시 서구 검단천로356번길 5, 지케이에스  (오류동)",032-566-9623,인천광역시,서구
736,검단서해점,"인천광역시 서구 검단로529번길 21, (마전동)",032-564-6050,인천광역시,서구
737,검단신명점,"인천광역시 서구 봉수대로1440번길 29,  (왕길동, 신명스카이뷰드림) 1층",032-565-7808,인천광역시,서구
738,검단원룸점,인천광역시 서구 완정로156번안길 11,032-563-8932,인천광역시,서구
739,검단제이원점,"인천광역시 서구 완정로 179, 제이원검단메디컬프라자  (왕길동)",032-566-5398,인천광역시,서구
740,검단초교점,"인천광역시 서구 검단로623번길 17, 동인빌딩  (마전동)",032-569-0223,인천광역시,서구
741,검단탑병원점,"인천광역시 서구 청마로 17, 준성빌딩 (당하동) 102호",032-569-2529,인천광역시,서구
742,검단피오레점,"인천광역시 서구 완정로65번안길 10, 상가동  (마전동)",032-561-0019,인천광역시,서구
743,검단힐스테이트점,"인천광역시 서구 청마로 92, (당하동, 검단힐스테이트4차)",032-564-6145,인천광역시,서구
744,검배5단지점,경기도 구리시 벌말로 226 (수택동) 토평주공아파트 상가동 1층 103호,031-566-9422,경기도,구리시
745,검사빌리지점,"대구광역시 동구 동촌역사로4길 25(검사동,예그린) 예그린",080-80-3663,대구광역시,동구
746,검암1지구점,"인천광역시 서구 승학로483번길 5, (검암동)",032-566-0588,인천광역시,서구
747,검암2지구점,"인천광역시 서구 승학로 578, 준암프라자  (검암동)",032-567-3086,인천광역시,서구
748,검암세실리아점,"인천광역시 서구 승학로434번길 1, 신명프라자  (검암동)",032-566-4438,인천광역시,서구
749,검암엘레강스점,인천광역시 서구 승학로506번길 89,032-566-8034,인천광역시,서구
750,검암중앙점,"인천광역시 서구 허암길 5-13,  (검암동) 1층",032-563-6879,인천광역시,서구
751,격포로드점,"전라북도 부안군 변산면 격포로 196, 변산면  (격포리)",010-583-8046,전라북도,부안군
752,경기광주역점,경기도 광주시 역동로63번길 6,031-761-5649,경기도,광주시
753,경기광주휴게소상행선,경기도 광주시 곤지암읍 만삼로 211 _ 1층,031-8027-3945,경기도,광주시
754,경기광주휴게소하행선,경기도 광주시 곤지암읍 만삼로 270 _ 1층,031-8027-3940,경기도,광주시
755,경기대교육관1호점,"경기도 수원시 영통구 광교산로 154-42, 이의동경기대학교  미래관 교육관(이의동) 1층",031-252-1117,경기도,수원시
756,경기대교육관2호점,"경기도 수원시 영통구 광교산로 154-42, 이의동경기대학교  미래관 교육관(이의동) 1층",031-898-6568,경기도,수원시
757,경기대사거리점,"서울특별시 서대문구 경기대로 62,  (충정로2가) 2층",02-365-4097,서울특별시,서대문구
758,경기대학교점,"경기도 수원시 영통구 광교산로 154-42, 경기대학교 제복지관(이의동) 1층 1호",031-249-8797,경기도,수원시
759,경기대학교제2복지관,"경기도 수원시 영통구 광교산로 154-42, 경기대학교 내제복지관내(이의동)",031-241-9353,경기도,수원시
760,경기도청점,경기도 수원시 팔달구 팔달산로 89-41,031-243-1251,경기도,수원시
761,경기수정점,경기도 오산시 내삼미로 85 (수청동) ,000--0000,경기도,오산시
762,경남과기대생활관점,"경상남도 진주시 동진로 33, 경남과기대학 생생활관(칠암동) 1층 1호",055-752-5560,경상남도,진주시
763,경남과학기술대점,"경상남도 진주시 동진로 46, 학생생활관 관(칠암동) 1층 2호",055-755-6610,경상남도,진주시
764,경남대교육관점,"경상남도 창원시 마산합포구 경남대학로 7, 경남대학교  교육관(월영동)",055-242-8320,경상남도,창원시
765,경남대도서관점,"경상남도 창원시 마산합포구 경남대학로 7, 경남대학교  중앙도서관(월영동)",070-8838-5171,경상남도,창원시
766,경남대인문관점,"경상남도 창원시 마산합포구 경남대학로 7, 경남대학교  인문관 매점(월영동)",055-244-0887,경상남도,창원시
767,경남대한마관점,"
","
",,
768,경대대학로,"대구광역시 북구 대학로 145, (산격동)",053-951-1373,대구광역시,북구
769,경대정문점,"대구광역시 북구 대현로19길 86, (대현동)",053-958-0385,대구광역시,북구
770,경대후문점,"경상남도 진주시 가좌길 18,  (가좌동) 1층",055-757-6713,경상남도,진주시
771,경동사거리점,"서울특별시 동대문구 천호대로27길 73, (용두동)",02-959-2391,서울특별시,동대문구
772,경동시장점,"서울특별시 동대문구 왕산로 138-1, (용두동) 2호",02-963-0923,서울특별시,동대문구
773,경마공원점,"경상남도 김해시 가락대로 929-1, (수가동)",051-901-8488,경상남도,김해시
774,경북대병원본관점,"대구광역시 중구 동덕로 130, (삼덕동2가)",053-252-3137,대구광역시,중구
775,경북대북문점,"대구광역시 북구 대동로6길 39, (산격동)",053-939-1134,대구광역시,북구
776,경북대생활관점,"대구광역시 북구 대학로 80, 경북대생활관  (산격동)",053-956-8113,대구광역시,북구
777,경북대학교치과병원점,"대구광역시 중구 달구벌대로 2175, (삼덕동2가)",053-252-3138,대구광역시,중구
778,경북도청우방2호점,경상북도 예천군 호명면 검무로 17번지,070-7326-5252,경상북도,예천군
779,경북도청우방점,"경상북도 예천군 호명면 행복로 230, 우방아이유셀상가 1층 212동 105,106호",054-654-0024,경상북도,예천군
780,경북도청코아루점,경상북도 안동시 풍천면 천년숲동로 46,054-841-4811,경상북도,안동시
781,경산경안로점,경상북도 경산시 경안로 142,053-812-7525,경상북도,경산시
782,경산계양점,"경상북도 경산시 원효로28길 14, (계양동)",053-817-1538,경상북도,경산시
783,경산공단점,"경상북도 경산시 진량읍 공단9로 76, (신제리)",053-854-7729,경상북도,경산시
784,경산남매점,"경상북도 경산시 남매로6길 9 (상방동) 상방주공상가 103호, 104호",053-813-1675,경상북도,경산시
785,경산대동하나점,"경상북도 경산시 대동안길 9, (대동)",053-818-0668,경상북도,경산시
786,경산대평점,"경상북도 경산시 경안로65길 5, (대평동)",053-802-0039,경상북도,경산시
787,경산백천원룸점,"경상북도 경산시 경청로217길 13, (백천동)",053-811-7776,경상북도,경산시
788,경산볼파크점,"경상북도 경산시 진량읍 일연로 645, (선화리)",053-851-1171,경상북도,경산시
789,경산사동부영점,"경상북도 경산시 박물관로 11, (사동)",053-817-6228,경상북도,경산시
790,경산삼성현점,"경상북도 경산시 백양로33길 10, (사동)",053-817-3368,경상북도,경산시
791,경산삼풍점,"경상북도 경산시 삼풍로 22, (삼풍동)",053-802-0990,경상북도,경산시
792,경산상림점,"경상북도 경산시 진량읍 상림2길 13, (상림리)",053-856-3969,경상북도,경산시
793,경산신대부적지점,"경상북도 경산시 압량면 압독2로2길 33, (신대리)",053-817-8068,경상북도,경산시
794,경산신대원룸점,"경상북도 경산시 압량면 압독3로2길 3-12, (신대리)",053-801-0554,경상북도,경산시
795,경산역점,"경상북도 경산시 중앙로 2,  (사정동) 2층",053-813-4710,경상북도,경산시
796,경산옥산포스코점,"경상북도 경산시 삼성현로15길 24, (옥산동)",053-811-0622,경상북도,경산시
797,경산유스파점,경상북도 경산시 백천길 20,053-814-1675,경상북도,경산시
798,경산임당점,"경상북도 경산시 궁당로 51, (임당동)",053-818-8682,경상북도,경산시
799,경산정평현대점,"경상북도 경산시 강변서로51길 11, (정평동)",053-813-1611,경상북도,경산시
800,경산중방점,"경상북도 경산시 원효로7길 36, (중방동)",053-814-1438,경상북도,경산시
801,경산진명초원점,"경상북도 경산시 백양로 91 (사동, 초원파크) 초원파크",053-982-7777,경상북도,경산시
802,경산파크드림점,"경상북도 경산시 삼성현로91길 45, 113 사동2지구호(사동, 화성파크드림) 113동 7호",053-817-0630,경상북도,경산시
803,경산평사점,"경상북도 경산시 진량읍 대구대로60길 2, (내리리)",053-857-9427,경상북도,경산시
804,경산현대타운점,"경상북도 경산시 대학로 59-10, (정평동)",053-815-9996,경상북도,경산시
805,경상대공학관점,"경상남도 진주시 진주대로 501, (가좌동)",055-753-7830,경상남도,진주시
806,경상대느티마루점,"경상남도 진주시 진주대로 501, 경상대학교 가좌동  가6(가좌동) 900호",055-772-0955,경상남도,진주시
807,경상대생활관점,"경상남도 진주시 진주대로 501, 경상대학교 제BTL기숙사 가좌동(가좌동) 2호",055-584-6636,경상남도,진주시
